duckats_value,category,question_text,answer_a,answer_b,answer_c,answer_d,correct_answer,answer_text
40,Sauce,Choron sauce is a variation on which sauce?,Beárnaise,Béchamel,Bourguignonne,,A,Choron sauce is flavored and colored with tomato paste. 
40,Sauce,Cumberland sauce is made of red currant jelly and which of the following alcoholic beverages?,Cognac,Port,Sherry,,B,
40,Sauce,What is fumet?,Fish Stock,French Smoked Sausage,A Whisk,,A,"Literally meaning ""aroma"" in French, a fumet is a reduced stock or cooking liquid that is added to another sauce or dish to enhance the flavor. "
40,Sauce,Which of the following is the base for Hoisin sauce?,Fish Sauce,Oyster Sauce,Soy Sauce,,C,"Garlic, chili peppers, sugar and various spices are also added. "
40,Sauce,"Lyonnaise sauce is made with white wine, demi-glace and which of the following?",Celery,Green Peppers,Onions,,C,"Lyonnaise sauce is characterized by onions, which are sautéed until they are golden. The sauce is strained before serving."
40,Sauce,"A highly seasoned sauce made with tomatoes, oregano, garlic and onions is called",Bercy,Marinara,Mousseline,,B,"This popular Italian sauce originated in Naples. Though its name is derived from the Italian word for ""sailor"" (""marinaro""), marinara sauce does not contain fish or seafood."
40,Sauce,Melba sauce was created by which famous chef?,Paul Bocuse,Julia Child,Auguste Escoffier,,C,He created the sauce in 1892 when he was a chef at the Savoy in London in honor of Dame Nellie Melba. 
40,Sauce,"Orgeat syrup is made with sugar, rose- or orange-flavored water and which of the following?",Almonds,Peppermint,Pistachios,,A,
40,Sauce,"Redeye gravy, a sauce from the southern US, is made with",Bone Marrow,Bourbon,Ham Drippings,,C,"Redeye gravy is often served over ham, cornbread, biscuits or grits. "
40,Sauce,Which of the following is the main ingredient in Indonesian satay sauce?,Oyster Extract,Peanuts,Red Peppers,,B,"Satay is usually spicy and accompanies grilled or broiled skewers of marinated cubes of meat, fish or poultry. "
40,Sauce,Worcestershire sauce is a British adaptation of a recipe from which country?,India,Jamaica,Nigeria,,A,"Sir Marcus Sandys, of Worcestershire, England, discovered the recipe and asked the English grocers Lea & Perrins to make it commercially. They did, and Worcestershire sauce was launched commercially in 1838."
40,Sauce,Yakitori refers to which of the following?,Deep-Fried Fish,Grilled Chicken,Lightly Grilled Vegetables,,B,"Yakitori is a Japanese word meaning ""grilled"" (""yaki"") ""fowl"" (""tori""). "
40,Sauce,Which of the following is an ingredient in zingara sauce?,Cream,Lemon,Tomato,,C,"This rich tomato sauce also contains meat, paprika and chili peppers, and may be garnished with strips of ham and truffles. ""Zingara"" means ""gypsy woman"" in Italian."
50,Sauce,Albuféra sauce is made with,Beets,Bell Peppers,Cauliflower,Mushrooms,B,Puréed red bell peppers give Albuféra sauce a pink color; chili pepper and saffron add flavor. 
50,Sauce,"In addition to mayonnaise, pimento and lemon juice, what else is in Andalouse sauce?",Anchovies,Avocado,Spinach,Tomato Paste,D,"Andalouse sauce goes very well with french fries and with large cuts of meat. Paprika, parsley, garlic and Worcestershire sauce are also sometimes added."
50,Sauce,Which of the following is used to flavor béarnaise sauce?,Cilantro,Parsley,Tarragon,Thyme,C,"Béarnaise sauce is made with vinegar, shallots, wine, egg yolks and butter, and flavored with tarragon. "
50,Sauce,Which of the following is frequently used to flavor béchamel sauce?,Cinnamon,Mustard Seed,Nutmeg,Oregano,C,
50,Sauce,Which of the following is NOT an emulsified sauce?,Béarnaise,Béchamel,Hollandaise,Paprika,B,Emulsified sauces are made of a combination of two liquids that do not ordinarily combine smoothly into a uniform mixture. 
50,Sauce,Genevoise is a classic sauce served with,Ham,Fish,Lamb,Poultry,B,"Genevoise consists of a mirepoix and brown sauce with red wine, fish fumet, anchovy paste and mushrooms. "
50,Sauce,What is harissa?,A Condiment,Soup,Stew,A Type Of Bean,A,"This North African and Middle Eastern condiment is a purée of hot chili peppers, garlic, cumin and other spices and herbs; it is used as an accompaniment to couscous as well as to other dishes. "
50,Sauce,"In Cantonese, the sauce known as Hoisin means",Seafood,Southern,Sticky,Sweet Black,A,"Hoisin sauce is made from soya beans, vinegar, sugar, garlic and spices. Even though its name means ""seafood"" it does not contain seafood."
50,Sauce,In what country did Hollandaise sauce originate?,Belgium,France,Great Britain,Holland,D,Hollandaise is a hot emulsified sauce based on egg yolks and clarified butter. 
50,Sauce,A maltaise is a hollandaise sauce that includes which of the following?,Brandy,Chicken Stock,Ham,Orange,D,"A maltaise is a sweet or savory sauce based on oranges, particularly the Maltese blood orange. It is excellent with asparagus and green beans."
50,Sauce,What fruit is Melba sauce made with?,Blueberries,Cherries,Raspberries,Apricots,C,Red currants (in jelly form) are also used. 
50,Sauce,Which of the following sauces contains cheese?,Béarnaise,Béchamel,Mornay,Véronique,C,Mornay sauce is a béchamel sauce with the addition of Gruyère or Parmigiano cheese. 
50,Sauce,"Newburg sauce is composed of butter, cream, egg yolks and which of the following?",Brandy,Pernod,Sherry,White Wine,C,Newburg sauce is usually served with cooked shellfish. 
50,Sauce,Piri-piri is a,Chili Sauce,Fish Soup,Salt Water Fish,Spicy Tomato Sauce,A,Piri-piri originated in Portugal. 
50,Sauce,Soubise is a rich white sauce made with,Celery,Garlic,Leeks,Onions,D,"Cream is sometimes also added. The sauce is named for an 18th century French aristocrat, Charles de Rohan, Prince of Soubise."
50,Sauce,Tamari is similar to which of the following?,Corn Starch,Horseradish,Meat Pâté,Soy Sauce,D,The Japanese sauce known as tamari is thicker than soy sauce and is used as a dipping sauce or for basting. 
30,Science,True or false? Alcohol is the only food that is unaffected by the body's digestive system.  ,TRUE,FALSE,,,A,Alcohol passes through the stomach and intestines and into the bloodstream unchanged. 
30,Science,True or false? All traces of alcohol disappear from food after at least three hours of cooking.  ,TRUE,FALSE,,,B,"After flaming a dish with brandy or liqueur, about 75 per cent of the alcohol remains. Alcohol also remains in varying percentages in baked dishes."
30,Science,True or false? Obese children are more likely to have food allergies.  ,TRUE,FALSE,,,A,Obese children are 26 per cent more likely to have food allergies than children of average weight. 
30,Science,True or false? Clarified or drawn butter has a higher burning or smoking point than unclarified butter. ,TRUE,FALSE,,,A,This is because the milk solids and most of the water have been removed. 
30,Science,True or false? Quick freezing of food is a key to maintaining its quality.  ,TRUE,FALSE,,,A,"The faster food is frozen, the smaller the ice crystals that form in and around its cells. Slow freezing causes the formation of large ice crystals that can damage proteins."
30,Science,True or false? Freezing kills bacteria in foods.  ,TRUE,FALSE,,,B,"Freezing stops the growth of bacteria, but only cooking kills them. "
30,Science,True or false? Salmonella bacteria emit a strong odor.   ,TRUE,FALSE,,,B,Salmonella bacteria are odorless and tasteless. 
40,Science,Which is the least allergenic of all fruits?,Apples,Bananas,Pears,,C,
40,Science,"Carotene, a natural orange pigment found in carrots, dark green vegetables and butter, is converted into what when consumed?",Vitamin A,Vitamin B,Vitamin D,,A,Carotene is not lost in cooking because it is not water soluble and is heat stable. 
40,Science,"In 1912, Wilbur Scoville devised a means of testing the",Calories In Processed Food,Heat Level Of Peppers,Vitamin Content Of Fruits And Vegetables,,B,"The Scoville rating ranges from 0 for sweet bell peppers to 1,041,000 for the naga jolokia pepper, from India, which in 2007 was named the hottest pepper in the world by the Guinness Book of World Records. "
40,Science,In what year was Vitamin C first extracted and isolated?,1898,1932,1951?,,err,"Components were extracted from lemon juice, and vitamin C was synthesized the following year. "
50,Science,Which of the following is NOT among the eight foods that cause 90 per cent of allergic reactions?,Eggs,Milk,Sesame Seeds,Tomatoes,D,"The eight foods that cause 90 per cent of allergic reactions are eggs, milk, sesame seeds, peanuts, tree nuts, wheat, soy and sulfites. "
50,Science,What percentage of American adults have food allergies?,3 To 4 Per Cent,5 To 6 Per Cent,7 To 8 Per Cent,9 To 10 Per Cent,err,
50,Science,Which of the following can inhibit the absorption of some prescription drugs?,Coffee,Grapefruit,Honey,Peanuts,B,
50,Science,The tip of the tongue detects which of the following most effectively?,Bitter,Salty,Sour,Sweet,D,
30,Seafood,True or false? Bombay duck is actually chicken.  ,TRUE,FALSE,,,B,"But it is not duck, either. It is actually a lizardfish, abundant in the waters off Mumbai, India, and is considered a delicacy. R543 When dried and salted it has a very unpleasant odor. The origin of the name ""Bombay duck"" is unknown."
30,Seafood,True or false? Char is a fresh water fish.  ,TRUE,FALSE,,,A,"The char is related to the salmon and is native to Arctic, sub-Arctic and alpine lakes and coastal waters. "
30,Seafood,True or false? Cherrystone clams come from the east coast of the USA.  ,TRUE,FALSE,,,A,These fairly large clams measure about 2. 5 inches in diameter.
30,Seafood,"True or false? When cooking clams, one should not eat the ones that do not open.  ",TRUE,FALSE,,,A,"When a healthy clam is cooked, the muscle that keeps the two halves of the shell closed relaxes, and the shell opens. If the shell does not open, the clam was dead before cooking and should not be eaten."
30,Seafood,True or false? The United States has more varieties of crab than any other country.  ,TRUE,FALSE,,,A,
30,Seafood,True or false? Dungeness crab is caught on the west coast of North America.  ,TRUE,FALSE,,,A,Dungeness crab is found from Alaska to Mexico. 
30,Seafood,True or false? It is always preferable for a lobster to be alive at the time it is cooked or at least to be killed immediately before it is cooked .,TRUE,FALSE,,,A,Pathogenic microorganisms are more numerous in lobsters than in fish. These disease-causing agents multiply rapidly after the lobster dies so the interval between death and cooking is crucial.
30,Seafood,"True or false? ""Nori"" means ""sea urchin"" in Japanese.  ",TRUE,FALSE,,,B,Nori is seaweed that is usually dried in thin paper sheets and used for wrapping sushi and rice balls. 
30,Seafood,True or false? Oyster crabs are so called because their shells resemble those of oysters. ,TRUE,FALSE,,,B,The name comes from the fact that these small crabs live inside the gills of oysters; they use the oyster for protection and live on the food that the oyster obtains for itself. 
30,Seafood,True or false? Periwinkle is a type of candy.   ,TRUE,FALSE,,,B,"A periwinkle is a kind of conical mollusk, about one inch in diameter. "
30,Seafood,True or false? Saltwater fish have more sodium in their flesh than freshwater fish.   ,TRUE,FALSE,,,B,
30,Seafood,True or false? Scallops are mollusks. ,TRUE,FALSE,,,A,Scallops are classified into two broad groups: bay scallops and sea scallops. In 1988 the state of New York made the Atlantic bay scallop its state shell.
30,Seafood,True or false? Snapper is both a saltwater and freshwater fish. ,TRUE,FALSE,,,B,"Snapper is a saltwater fish. Snappers (both red and yellowtail) are popular for their sweet, firm flesh. They are especially good grilled. "
30,Seafood,True or false? Soft-shell crab are a separate species of crab.   ,TRUE,FALSE,,,B,Crabs must shed their shells periodically in order to grow. Soft-shell crabs are simply crabs whose new soft exterior has not ossified.
30,Seafood,True or false? Sprats are similar to herrings.   ,TRUE,FALSE,,,A,"Sprats, sometimes called Bristling sardines, are small fish commonly found in the Baltic, the English Channel, the North Sea and the Atlantic. "
30,Seafood,True or false? The flesh of fish is more tender than the flesh of mammals.   ,TRUE,FALSE,,,A,The connective tissue in fish makes up about 3 per cent of its weight as opposed to 15 per cent for mammals. 
30,Seafood,True or false? The meat of the female tortoise or turtle is more tender than that of the male.,TRUE,FALSE,,,A,
30,Seafood,True or false? Yellowtail is a kind of wild duck.   ,TRUE,FALSE,,,B,A yellowtail is a gamefish. 
40,Seafood,What foods are usually cooked à la nage?,Eggs,Seafood,Vegetables,,B,"The seafood is poached in a court-bouillon or vegetable stock. À la nage literally means ""swimming"" in French."
40,Seafood,Which of the following is a kind of fish?,Bream,Colcannon,Kuchen,,A,This Japanese fish is also known as porgy (American) or daurade (French). 
40,Seafood,Caviar is the salted roe or spawn of which fish?,Halibut,Sturgeon,Tuna,,B,Caviar is sturgeons' eggs that have been salted and allowed to mature. Russian caviar is the most prized.
40,Seafood,"Ounce for ounce, caviar contains how much calcium compared to milk?",Half ,Same,Twice As Much,,C,"Caviar is also high in fat, cholesterol and protein, and extremely high in sodium. "
40,Seafood,Which fish is NOT a relative of the cod?,Haddock ,Hake,Tuna,,C,
40,Seafood,Cuttlefish most resembles which of the following?,Flounder ,Squid,Swordfish,,B,A cuttlefish has ten appendages (eight arms and two long tentacles) and can measure up to 16 inches in length. 
40,Seafood,Which of the following Japanese dishes can cause death if it is prepared incorrectly?,Fugu,Maguro,Yakitori,,A,"This dish is prepared from the blowfish, globefish or puffer fish, whose organs contain a deadly poison. Only licensed cooks are allowed to prepare fugu."
40,Seafood,Which of the following is NOT a flat fish?,Haddock,Sole,Turbot,,A,Haddock is a round sea fish. 
40,Seafood,Which of the following is NOT a flat fish?,Hake,Halibut,Sole,,A,"Hake, a member of the cod family, is a sea fish with a long cylindrical body that can measure up to three feet and weigh up to nine pounds. "
40,Seafood,"Which fish has been referred to as the ""two-eyed steak""?",Herring,Salmon,Tuna,,A,
40,Seafood,Isinglass is a type of what?,Crystal Stemware,Gelatin,Wine,,B,"Isinglass is a whitish pure gelatin prepared from the air bladders of fish (for example, sturgeon). It is used as a clarifying agent in jellies and glue. In the past it was used to clarify wines. "
40,Seafood,Which of the following does NOT belong?,Lamprey,Panaché,Shandy,,A,Lamprey is an eel-like fish. Panaché and shandy are beer-based drinks flavored in equal measures with lemonade or ginger ale.
40,Seafood,Which of the following is the smallest variety of clam?,Cherrystone ,Geoduck,Littleneck,,C,These small clams measure about two inches in diameter. 
40,Seafood,Petit-gris is a kind of,Clam,Grape,Snail,,C,This small gray snail measures about one inch in diameter. 
40,Seafood,Which of the following is NOT a type of fish?,Scallops,Smelts,Tilapia,,A,Scallops are bi-valve mollusks. 
40,Seafood,Shad and alewife are members of which family of fish?,Bass,Herring,Salmon,,B,"Both are anadromous, which means that they migrate from salt water to spawn in fresh water. "
40,Seafood,Tomalley is found in the liver of which of the following?,Cod,Lobster,Sturgeon,,B,"Tomalley is the soft green substance found in the liver of lobsters. Considered a delicacy, it can be eaten alone or added to sauces."
40,Seafood,Whitebait are very young,Herring,Sardines,Smelt,,A,These small fish are usually fried and eaten whole. 
50,Seafood,Anchovy is a type of which of the following?,Fish,Preserved Egg,Spice,Vegetable,A,"The anchovy is a small sea fish that is rarely sold fresh. Instead, anchovies are usually sold salted and in jars, as whole fish in oil or as fillets in cans."
50,Seafood,"In Portugal, what is dried and salted codfish called?",Bacalhau,Pico,Rabacai,Saloio,A,"It is claimed that there are more than 365 ways to cook bacalhau. Pico, Rabacai and Saloio are all Portuguese cheeses."
50,Seafood,Which of the following was served in American saloons in the 19th century to encourage drinking?,Beef Jerky,Caviar,Cheese Curds,Soya Nuts,B,"At the beginning of the 19th century, the US was the major producer of caviar. "
50,seafood,Which is the least desirable type of salmon?,Chinook,Chum,Coho,Sockeye,B,Chum has the lowest oil content of all salmons and is consequently less flavorful. 
50,Seafood,What is cobia?,Fish,Fruit,Sheep,Tuber,A,"Also known as black king fish or black salmon, cobia are warm water fish that resemble mackerel; they have a firm texture and excellent flavor. "
50,Seafood,The most widely eaten fish in the world is,Cod ,Herring,Salmon,Tuna,B,"There are fifteen species of this small oily fish, which is found mainly in the cold waters of the North Atlantic and the North Sea. "
50,Seafood,Matelote is a,Fish Stew,Fruit Tarte,Large Beer Glass,Thin Knife For Filleting,A,"This highly seasoned stew is made with freshwater fish, wine and stock. ""Matelot"" is French for ""sailor."
50,Seafood,"Monkfish has lean, flavorful white flesh that is often compared to which of the following?",Cod,Crab,Lobster,Tuna,C,The only edible part of the monkfish is the tail. Monkfish can be sustituted for lobster in most dishes.
50,Seafood,Which state produces nearly half of the US total oyster harvest?,Louisiana,Maine,Texas,Washington,A,"More than 130,000 tons of live oysters are harvested in the US every year. "
50,Seafood,Which of the following is the most popular seafood in America?,Salmon,Shrimp,Sole,Tuna,B,This small shellfish pushed tuna out of the top spot in 2001. 
30,Service,"True or false? In restaurants, when possible, beverages should be served from the left.  ",TRUE,FALSE,,,B,Beverages should be served from the right (with the right hand). 
30,Service,True or false? When clearing a table the server should proceed in a clockwise direction.  ,TRUE,FALSE,,,err,Counterclockwise. 
30,Service,True or false? A fee charged by some restaurants to open and serve a bottle of wine brought by a patron is referred to as ullage.  ,TRUE,FALSE,,,B,It is called a corkage fee. 
30,Service,"True or false? An arrangement of china, silverware, a napkin and glassware is called a cover.  ",TRUE,FALSE,,,A,"The contents of the cover can vary, depending on the kind of service. "
30,Service,"True or false? When possible, food should be served from the left.  ",TRUE,FALSE,,,A,Left side (with the left hand). 
30,Service,True or false? Etiquette requires diners to fold their dinner napkin in half and place it on their lap.,TRUE,FALSE,,,A,
30,Service,"True or false? In French service, a réchaud is used to hold unwanted food and used utensils.   ",TRUE,FALSE,,,B,A réchaud is a small stove used to keep food and plates warm before service. 
30,Service,True or false? Two servers are required in French service.  ,TRUE,FALSE,,,A,"Other staff can include the captain, who seats the patrons, and the sommelier, who serves the wine. "
30,Service,True or false? The proper way to eat soup is to fill the soup spoon as you move it towards yourself.   ,TRUE,FALSE,,,B,"To eat soup properly, you should fill the spoon as you move it toward the far rim of the bowl, away from yourself. "
30,Service,True or false? A station is where the maitre d' controls the seating of the dining room.  ,TRUE,FALSE,,,B,The station is a section of the dining room assigned as a work area to a server. 
30,Service,"True or false? If a server seats three people at a table set for four, he or she should remove the unnecessary fourth table setting.",TRUE,FALSE,,,A,
40,Service,The table fork was introduced in England in,1501,1601,1701,,err,"Until then, people ate with knives, spoons or their hands. "
40,Service,What type of service involves finishing the preparation of food at the table rather than in the kitchen?,American,French,Russian,,B,
40,Service,"In French service, gueridon refers to which of the following?",A Serving Platter,A Serving Utensil,A Side Cart,,C,One purpose of the gueridon is to keep food and plates warm. 
40,Service,To what person should the sommelier offer the first taste of wine?,The Oldest Woman,The Person Who Made The Reservation,The Person Who Ordered The Wine,,C,
30,Soup,True or false? Cockles are chestnuts.  ,TRUE,FALSE,,,B,Cockles are bivalve mollusks. 
30,Soup,True or false? Gazpacho soup is made with beef.  ,TRUE,FALSE,,,B,"Gazpacho is a cold meatless soup that is usually made from puréed tomatoes and other vegetables, garlic and olive oil. It comes from the Andalusian region of Spain."
30,Soup,True or false? Manhattan clam chowder is made with cream.  ,TRUE,FALSE,,,B,Manhattan clam chowder is made with tomatoes; New England clam chowder is made with cream. 
30,Soup,"True or false? ""Minestra"" is the Italian word for ""mixed vegetables.""  ",TRUE,FALSE,,,B,"Minestra means ""soup"" in Italian. ""Minestrone"" means a ""thick and hearty soup,"" and ""minestrina"" means ""broth."
40,Soup,"At its most basic, a bisque is a rich soup made with which of the following?",Cream,Shellfish,Sherry Or Port,,A,The other ingredients are optional. 
40,Soup,A popular American turtle soup is called which of the following?,Billi-Bi,Boula Boula,Callaloo,,B,Billi-bi (also billy-bi) is a cold mussel soup. Callaloo is a fish soup from South America.
40,Soup,Which of the following soups is NOT made with seafood?,Bourride,Cioppino,Garbure,,C,"Garbure is a thick vegetable stew that often also contains bacon, pork or sausage. "
40,soup,Potage Parmentier is a soup made with,Leek And Potato,Mushrooms And Onion,Spinach And Bacon,,A,"Cream and sometimes chicken stock are also included. The soup is named after Antoine Parmentier (1737–1833), a French agronomist who championed the potato in France."
40,soup,"In Dutch cuisine ""snert"" refers to a",Porridge,Sardine,Soup,,C,"This thick green pea soup, usually a meal in itself, also contains pork, celeriac, celery, onions, potatoes and sausage. "
50,soup,Menudo refers to a Mexican,Fish Fritter,Fried Pastry,Spicy Soup,Tequila-Based Cocktail,C,Menudo is made with tripe and eaten with corn tortillas. 
50,Soup,The essential vegetable in Potage Saint-Germain is,Beans,Green Peppers,Peas,Spinach,C,Potage Saint-Germain is a thick green pea soup enriched with butter. 
50,Soup,"Scotch broth is made with vegetables, barley and which of the following?",Beef,Lamb,Pork,Woodcock,B,Mutton is also used. 
50,soup,What are you eating if you are eating terrapin?,Crab,Eel,Scallop,Turtle,D,But you shouldn't be eating it. In the US only farm-raised freshwater turtles and a few wild turtles can legally be eaten. The diamondback terrapin is protected by law along the entire eastern seaboard. 
30,Spirits,True or false? Absinthe is a liqueur.  ,TRUE,FALSE,,,B,"Absinthe is an anise-flavored spirit made from herbs, including the leaves and flowers of wormwood. Because it does not contain added sugar, it is classified as a liquor."
30,Spirits,True or false? Advocaat is a bitter Swedish liqueur.  ,TRUE,FALSE,,,B,"Advocaat is a liqueur made with brandy, egg yolks and sugar. The best-known brands (for example, Bols) come from the Netherlands."
30,Spirits,True or false? The oldest French brandy is Cognac.  ,TRUE,FALSE,,,B,"The oldest French brandy is Armagnac, the first-known distillation of which dates back to 1411. "
30,Spirits,True or false? Benedictine is a whiskey-flavored liqueur.  ,TRUE,FALSE,,,B,"Benedictine is a digestive made in Normandy, France, of a still-secret formula of 27 different plants and spices. "
30,Spirits,True or false? A boilermaker is a shot of whiskey followed by a chaser of tomato juice.  ,TRUE,FALSE,,,B,The whiskey is followed by a beer. 
30,Spirits,"True or false? Casque, Karpi and Palo and are types of smoked fish.  ",TRUE,FALSE,,,B,"They are all types of liqueurs. Casque is a honey and brandy-based liqueur from England, Karpi is a cranberry-based liqueur from Finland, and Palo is a thyme-based liqueur from Spain."
30,Spirits,True or false? Green chartreuse is colored with chlorophyll.  ,TRUE,FALSE,,,A,"Only three Carthusian monks in a monastery at Voiron, near Grenoble, know the identity of the 130 plants that are blended and distilled to make chartreuse. "
30,Spirits,True or false? Japan has a number of critically acclaimed whiskey producers.  ,TRUE,FALSE,,,A,"The Japanese whiskey industry dates from the 1920s. Examples of brands are Suntory, Yamazaki and Nikka."
30,Spirits,True or false? The Greek brandy Metaxa is blended with wine.   ,TRUE,FALSE,,,A,Muscat wine from the Greek islands of Samos and Lemnos is used. Metaxa was first made in 1888.
30,Spirits,True or false? Moutai is a Chinese liquor distilled from fermented sorghum and wheat.  ,TRUE,FALSE,,,A,Moutai (sometimes spelled Maotai) is arguably China's most famous liquor. Some versions contain up to 53 per cent alcohol by volume.
30,Spirits,True or false? The second bestselling spirit in the US is whiskey.   ,TRUE,FALSE,,,B,It is rum. 
30,Spirits,True or false? The British Royal Navy maintains a centuries-old custom of pouring a daily tot of rum for all personnel aboard its ships.   ,TRUE,FALSE,,,B,"The Royal Navy ended this custom on July 31, 1970. The anniversary is known as Black Tot Day."
30,Spirits,"True or false? All rums emerge from the still as clear, colorless liquids.   ",TRUE,FALSE,,,A,Barrel aging and the addition of caramel impart the final color. 
30,Spirits,True or false? Most dark rums are produced from pot stills.  ,TRUE,FALSE,,,A,Pot stills (also used to produce Cognac and Scotch whiskies) result in richer and more flavorful rums. Light rums are produced in columns or continuous stills.
30,Spirits,True or false? Sambuca is a coffee-flavored liqueur.   ,TRUE,FALSE,,,B,"Sambuca is a clear anise-flavored semi-sweet Italian liqueur. When served with a couple of coffee beans in it, it is said to be ""con la mosca"" (""with the fly"")."
30,Spirits,"True or false? The phrase ""straight up"" refers to an alcoholic drink served in a tall glass.   ",TRUE,FALSE,,,B,A drink served straight up is served without ice. 
30,Spirits,True or false? Tequila is made only from the blue agave plant.   ,TRUE,FALSE,,,A,"There are 136 species of agave in Mexico, of which the blue agave is the only one allowed to be used in tequila production. "
40,Spirits,"The Latin term ""aqua vitae"" (water of life) was used in ancient times to describe which of the following?",Beer,Spirits,Wine,,B,
30,Spirits,"True or false? Bottles of brandy should be stored on their side, just as wine is, to ensure proper ageing. ",TRUE,FALSE,,,B,The bottles must be kept upright to avoid contact between the brandy and the cork. This also applies to scotch and other whiskies.
30,Spirits,True or false? Cognac and Armagnac improve in the bottle after barrel ageing.  ,TRUE,FALSE,,,B,"However, once opened, Cognac and Armagnac will keep for a considerable time without deteriorating. "
40,Spirits,"The term ""dunder"" is associated with the",Brewing Of Beer,Making Of Rum,Production Of Cheese,,B,Dunder is the yeast-rich leftovers from rum that are used to start the yeast culture of another batch. 
40,Spirits,What berry is gin made from?,Blackberry,Cranberry,Juniper,,C,"Though too bitter to eat raw, the pungent darkish berries of the juniper tree are used in cooking and for making spirits. Juniper berry oils have diuretic properties that help flush out the urinary system."
40,Spirits,Irish whiskey has been referred to as the,Elixir Of The Gods,Mother'S Milk,Water Of Life,,C,
40,Spirits,Which of the following does NOT belong?,Chartreuse,Izarra,Kahlua,,C,"Chartreuse and Izarra are herbal-based liqueurs that come in two types: yellow and green. They are higher proof than Kahlua, which is a coffee-based liqueur."
40,Spirits,What spirit is made from fermented ripe cherries?,Calvados,Chambord,Kirsch,,C,
40,Spirits,Which of the following spices characterizes Kümmel schnapps?,Caraway,Cinnamon,Nutmeg,,A,"Though it probably dates to 16th century Holland, Kümmel is a specialty of northern European countries. "
40,Spirits,"From the perspective of a connoisseur, which of the following is the best way to enjoy whiskey?",Neat,On The Rocks,With Soda,,A,Or with a few drops of room-temperature water. Chilling the whiskey with ice dulls the flavor instead of enhancing it.
40,Spirits,"In bartending, a ""pony"" refers to which measurement?",One Ounce,One And A Half Ounces,Two Ounces,,A,"A pony is also known as a ""shot"" or a ""jigger. "
40,Spirits,The USA still uses the proof system to express the percentage of alcohol by volume. 100 proof is equal to what percentage?,45 Per Cent,50 Per Cent,100 Per Cent,,B,
40,Spirits,What country produces rums that are best known for their dark style?,Barbados,Cuba,Jamaica,,C,"The general style of Jamaican rum is rich, dark, heavy and pungent. Barbadian rums are semi-light, and Cuban rums are light and delicate."
40,Spirits,"From what area in Scotland do we get the single malt scotches Laphroaig, Lagavulin and Bruichladdich?",Campbeltown,Islay,Lowland,,B,
40,Spirits,In what year were blended Scotch whiskies were first introduced?,1853,1903,1922,,err,The Edinburgh firm Andrew Usher and Company released the first batch of vatted malt (a blend of whiskies of different ages) in 1853; it was called Old Vatted Glenlivet Whisky. 
40,Spirits,Which of the following would usually be included in turtle soup?,Cognac,Madeira,White Wine,,B,Sherry is also commonly used. 
50,Spirits,Which of the following is NOT a fortified wine?,Armagnac,Port,Sherry,Vermouth,A,Armagnac is a type of brandy from southwestern France. 
50,Spirits,Where does the alcoholic beverage cachaça come from?,Argentina,Brazil,Mexico,Portugal,B,Cachaça is distilled from sugar cane. 
50,Spirits,Calvados is a brandy derived from which fruit?,Apple,Lemon,Orangepear,Orange,A,"Calvados is made in Calvados, in the Normandy region of France. "
50,Spirits,Which of the following is NOT an anise-flavored liqueur?,Chartreuse,Ouzo,Pastis,Pernod,A,"Although 130 plants go into making Chartreuse, among them angelica, cinnamon bark, mace and saffron, Chartreuse is not known as an anise-flavored liqueur. "
50,Spirits,Demerara rum is made from sugar cane grown along the banks of the Demerara river in which Caribbean country?,Jamaica,Guyana,Puerto Rico,Trinidad,B,
50,Spirits,In what country was gin developed?,Belgium,England,Holland,India,C,A 17th century professor of medicine mixed grain spirit with juniper-berry extract to create gin. 
50,Spirits,The country with the highest per capita consumption of gin is,Britain,Germany,Holland,Spain,D,"However, the USA is the world's largest market for gin. "
50,Spirits,Which of the following is a single malt Scotch?,Cutty Sark,Dewar'S,Glenfiddich,Johnnie Walker,C,
50,Spirits,Which of the following is NOT considered one of the three great French brandies?,Armagnac,Calvados,Cognac,Grand Marnier,D,This orange-flavored beverage is a liqueur not a brandy. 
50,Spirits,What is grappa?,A Box For Transporting Grapes,A Distilled Beverage From Italy,A Grape Juice,A Soda Pop,B,"Grappa is distilled from the grape seeds, stalks and stems discarded during wine making. "
50,Spirits,Which of the following is an Irish whiskey?,Glenlivet,Jameson,Jim Beam,Johnnie Walker,B,"This is a blended whiskey, made by Midleton Distillery, one of only three distilleries making Irish whiskey. "
50,Spirits,What is Okolehao?,A Liqueur,A Pineapple Soda,A Pork Dish,A Tea-Based Beverage,A,This Hawaiian liqueur is made from the root of the ti plant (a member of the agave family) and is about 80 proof (40 per cent alcohol). 
50,Spirits,"Prior to Prohibition, what was the most popular type of whiskey in America?",Bourbon,Malt,Rye,Vodka,C,After Prohibition rye was replaced by bourbon. 
50,Spirits,Sabra liqueur is made in,Brazil,Greece,Israel,Portugal,C,"Sabra's main flavor is bittersweet chocolate, which is cut by the sweet and sour taste of jaffa oranges. "
50,Spirits,What grain is the basis of single malt Scotch?,Barley,Corn,Rye,Wheat,A,"The recipe for Scotch whiskey, the national drink of Scotland, has changed little over hundreds of years. The first step is to dry malted barley over peat fires, which imparts a particular flavor to the whiskey."
50,Spirits,Slivovitz is a brandy made from,Apples,Cherries,Pears,Plums,D,"The national drink of the Bosnians and Serbs, slivovitz is a true alcohol, not just brandy flavored with fruit. "
